APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
113-270-41,160000,1246,2,1,59,1,0,5,10,2001
113-310-04,169900,1522,3,1,64,1,0,5,31,2001
115-090-43,140000,1312,2,1,51,1,1,5,4,2001
115-170-18,135500,852,2,1,53,1,1,5,18,2001
115-251-09,156500,804,3,1,54,1,0,5,14,2001
116-200-25,168000,1338,3,2,19,1,1,5,22,2001
116-350-25,289000,2095,3,3,4,2,0,5,28,2001
117-231-25,68500,781,2,1,26,1,0,5,8,2001
117-233-15,127500,1380,3,2,12,1,0,5,8,2001
117-330-14,97000,1292,4,1,59,1,0,5,27,2001
117-370-42,169950,1355,3,2,9,1,0,5,24,2001
118-300-04,328000,2000,3,2,6,1,0,5,30,2001
118-300-45,324950,1553,2,2,4,1,0,5,24,2001
119-063-22,75000,836,2,1,61,1,1,5,7,2001
119-290-52,85000,900,3,1,71,1,1,5,17,2001
123-080-08,139000,925,2,1,54,1,0,5,31,2001
123-110-12,124900,958,2,1,55,1,1,5,9,2001
123-202-07,133000,1225,2,1,53,1,0,5,2,2001
123-241-02,122000,950,2,1,54,1,0,5,3,2001
125-070-32,265000,2292,2,1.5,77,1,1,5,8,2001
125-100-18,79950,710,2,1,55,1,1,5,22,2001
125-130-23,130000,941,2,1,53,1,0,5,8,2001
125-130-27,117000,1178,3,2,73,1,1,5,14,2001
125-280-05,115700,960,2,1,64,1,0,5,2,2001
125-320-05,110000,1000,3,1,55,1,0,5,30,2001
127-070-09,139950,1191,2,1.5,94,1,0,5,31,2001
127-090-17,305000,3046,4,3,54,2,0,5,1,2001
127-162-17,90000,873,2,1,94,1,0,5,16,2001
133-230-10,110500,936,2,1,52,1,0,5,29,2001
133-300-20,139500,1013,2,1,63,1,0,5,9,2001
133-420-11,149000,1472,2,1,77,1,0,5,15,2001
135-041-01,67500,1156,2,1,71,1,1,5,13,2001
135-060-16,105800,896,2,1,75,1,0,5,22,2001
135-200-42,280000,2776,5,2.5,85,2,0,5,23,2001
135-370-48,129000,1069,2,1,81,1,0,5,30,2001
137-042-09,180000,1293,2,1,72,1,0,5,10,2001
137-096-09,240000,2530,4,2.5,97,3,0,5,10,2001
137-203-01,103950,1428,3,1,81,1,1,5,18,2001
139-020-33,148500,2614,3,2,95,1,1,5,13,2001
141-113-01,112000,896,3,1,52,1,0,5,11,2001
141-213-17,118950,1218,3,1,45,1,0,5,18,2001
143-122-08,58500,848,2,1,76,1,0,5,7,2001
143-126-03,105000,850,2,1,22,1,0,5,29,2001
145-250-10,68000,886,2,1,77,1,0,5,2,2001
153-210-07,55000,1260,3,2,56,1,1,5,14,2001
157-210-19,160875,1523,3,2,36,1,0,5,15,2001
157-322-06,104000,932,3,2,21,1,0,5,1,2001
157-333-04,107250,932,2,1,51,1,0,5,30,2001
159-033-11,139000,1300,4,2,0,1,0,5,16,2001
159-120-10,138000,1250,3,2,55,1,0,5,24,2001
159-192-25,65000,1463,3,1,86,1,1,5,7,2001
159-230-44,96000,864,3,1,36,1,0,5,23,2001
159-241-07,95000,936,2,1,5,1,1,5,17,2001
161-230-35,219000,1577,3,2,9,1,1,5,10,2001
161-270-51,212000,1440,3,2,8,1,0,5,26,2001
161-300-39,274000,1833,4,2.5,7,2,0,5,4,2001
161-390-04,259950,1726,4,3,2,2,0,5,20,2001
161-470-61,205000,1281,3,2,7,1,1,5,7,2001
161-490-10,233000,1668,3,2.5,5,2,0,5,31,2001
161-530-23,220000,1557,3,2,3,1,0,5,15,2001
161-560-08,208000,1421,3,2,2,1,0,5,30,2001
161-560-29,261000,2147,4,2.5,2,2,0,5,26,2001
161-570-02,208000,1307,3,2,4,1,0,5,23,2001
161-590-52,228000,1592,4,2,3,1,0,5,14,2001
161-610-25,255000,2147,4,2.5,2,2,0,5,7,2001
161-610-36,275000,2300,3,2.5,2,2,1,5,1,2001
162-220-66,195000,1348,3,2,11,1,0,5,29,2001
163-180-57,154000,1300,4,2,0,1,0,5,30,2001
163-460-42,165120,1311,3,2,10,1,0,5,14,2001
163-480-25,162000,1229,3,2,10,1,0,5,26,2001
163-510-59,195000,1466,4,2,9,1,0,5,17,2001
163-520-10,158000,1088,3,2,8,1,0,5,2,2001
163-530-21,219500,1633,4,2.5,6,2,0,5,31,2001
163-580-43,158645,1440,3,2,8,1,0,5,5,2001
163-610-80,171000,1234,4,2,8,1,0,5,8,2001
163-620-08,168000,1023,3,2,8,1,1,5,10,2001
163-650-50,220000,1622,4,2,6,2,1,5,1,2001
163-660-27,146500,986,3,1,4,1,1,5,11,2001
163-660-38,227000,1969,4,2.5,3,2,0,5,1,2001
163-700-15,155000,1085,3,2,5,1,0,5,17,2001
163-700-30,195000,1485,3,2.5,5,2,0,5,6,2001
163-740-26,225000,2100,3,3,1,2,1,5,29,2001
165-305-05,125500,2384,6,3,31,1,0,5,31,2001
165-330-20,147000,1400,4,2,18,1,0,5,14,2001
167-092-05,115000,1064,3,2,0,1,0,5,16,2001
167-114-17,89950,1050,3,1,89,1,0,5,14,2001
167-194-03,57000,856,3,1,54,1,1,5,24,2001
169-166-04,50000,986,3,1,54,1,1,5,31,2001
171-280-27,103500,1000,3,1.5,30,1,0,5,15,2001
173-160-35,150000,1310,4,2,0,1,0,5,16,2001
173-190-49,147500,1200,3,2,7,1,0,5,22,2001
173-410-31,155000,1227,3,2,10,1,0,5,25,2001
177-221-16,112000,1097,3,2,29,1,1,5,1,2001
177-250-16,81000,1124,3,1.5,24,1,1,5,13,2001
179-082-27,250000,1527,4,1.5,47,1,0,5,22,2001
179-330-07,170000,1440,3,2,7,1,0,5,18,2001
179-350-53,144250,1002,2,1,7,1,0,5,14,2001
179-380-02,135000,846,2,1,2,1,0,5,10,2001
179-380-24,159000,1041,3,2,2,1,0,5,13,2001
181-120-13,141100,1687,4,1,45,1,1,5,17,2001
113-221-21,187500,1287,2,1,75,1,1,5,2,2001
157-300-16,118500,986,3,1,42,1,0,5,2,2001
175-033-06,102900,987,2,1,79,1,1,5,18,2001
068-040-06,215000,1428,3,2,8,1,1,6,12,2001
068-230-10,174000,1085,3,2,2,1,0,6,14,2001
068-250-25,300000,2222,5,3,2,2,0,6,15,2001
068-290-09,280000,2240,4,2.5,1,2,0,6,11,2001
070-210-08,200000,1386,3,2,9,1,0,6,15,2001
070-250-40,245750,1883,3,2.5,3,2,0,6,6,2001
071-400-25,240000,1894,3,2,10,1,0,6,11,2001
072-040-04,230000,2226,4,2.5,22,2,0,6,19,2001
072-190-06,230000,2163,4,3,21,2,1,6,3,2001
072-210-34,179900,1551,3,2,24,1,0,6,13,2001
072-240-08,175000,1584,3,2,21,1,0,6,1,2001
072-270-09,168750,1344,2,2,17,1,0,6,27,2001
072-380-27,178950,1644,3,2,22,1,0,6,11,2001
072-390-14,240000,1904,4,2,22,1,0,6,3,2001
072-430-01,169950,1410,4,2,17,1,0,6,2,2001
075-080-05,252000,2640,6,2.5,33,2,0,6,4,2001
075-080-11,269950,2203,3,2.5,35,2,0,6,18,2001
075-321-12,224950,1952,5,2.5,28,1,0,6,9,2001
077-103-04,195000,1322,3,2,42,1,0,6,27,2001
077-300-04,115000,1168,3,1.5,45,1,1,6,18,2001
078-050-32,200600,1867,4,2,13,1,0,6,6,2001
078-050-36,242000,2268,5,3,13,2,0,6,19,2001
078-060-36,172000,1503,3,2,12,1,0,6,26,2001
078-330-10,173000,1552,3,2,21,1,0,6,8,2001
078-340-23,174800,1655,3,2,17,1,0,6,20,2001
079-250-04,149950,1400,3,2,37,1,0,6,18,2001
079-380-17,153950,1472,3,2,30,1,1,6,4,2001
080-030-61,200000,1664,3,2,21,1,0,6,14,2001
081-290-07,158500,1115,3,1,45,1,0,6,26,2001
081-334-26,128000,1248,3,2,46,2,0,6,17,2001
081-344-20,139900,1138,3,1,47,1,1,6,11,2001
082-110-01,169950,1500,3,2,26,1,0,6,10,2001
082-250-37,190000,1802,4,2,25,1,0,6,5,2001
082-350-14,185000,1552,3,2,23,1,0,6,23,2001
087-170-33,260000,1931,3,2.5,27,1,0,6,5,2001
088-030-54,151000,1140,3,2,18,1,0,6,27,2001
088-150-27,145000,1424,2,2,20,1,1,6,26,2001
088-290-41,120000,1001,2,2,17,1,0,6,18,2001
088-380-04,239900,2366,5,3,4,2,0,6,4,2001
088-400-64,174900,1319,3,2.5,7,2,0,6,13,2001
089-091-16,210000,1600,3,2,39,1,1,6,28,2001
089-170-17,349500,2576,3,3,59,1,0,6,21,2001
090-020-60,145000,1118,3,2,24,1,0,6,10,2001
090-030-49,143000,1366,3,2,23,1,0,6,1,2001
090-070-14,125000,1092,3,2,22,1,0,6,22,2001
090-160-34,134000,1136,3,2,21,1,0,6,30,2001
090-260-09,134520,1100,3,2,22,1,0,6,1,2001
090-310-45,137500,1136,3,2,19,1,0,6,11,2001
090-550-53,239500,2217,4,3,11,2,0,6,2,2001
091-380-18,302500,2361,4,3,19,2,0,6,15,2001
094-240-09,147950,1257,3,2,16,1,0,6,4,2001
094-240-35,150250,1257,3,2,18,1,1,6,18,2001
094-290-26,166000,1563,4,2,12,2,0,6,8,2001
094-310-07,180000,1563,4,2,11,2,0,6,1,2001
094-350-20,192000,1600,3,2,11,1,1,6,19,2001
094-360-44,185000,1473,4,2,11,2,0,6,18,2001
096-080-28,175000,1386,3,2.5,13,2,1,6,18,2001
096-220-74,199950,1490,4,2,5,1,0,6,26,2001
096-260-16,175000,1271,3,2,5,1,0,6,15,2001
096-290-51,174000,1120,3,2,3,1,0,6,30,2001
097-032-29,219500,1540,3,2,42,1,0,6,25,2001
097-083-14,137000,1134,3,1,46,1,0,6,4,2001
097-140-25,200000,1545,3,2,47,1,0,6,19,2001
097-170-14,122000,1176,3,1,47,1,0,6,5,2001
097-170-19,130000,1176,3,1,47,1,0,6,28,2001
097-341-03,147000,1145,3,1,50,1,1,6,6,2001
097-434-17,224000,2537,3,2,51,1,0,6,4,2001
097-434-25,190000,1474,3,1.5,52,1,0,6,1,2001
097-590-30,249000,1487,4,3,26,2,1,6,1,2001
098-020-25,289900,2049,4,2,22,1,0,6,10,2001
098-020-56,440000,3407,4,2.5,22,2,0,6,15,2001
098-260-25,330000,2196,3,2.5,30,1,0,6,19,2001
100-031-01,206000,2072,4,3,26,1,0,6,10,2001
100-370-15,168000,1185,3,2,16,1,0,6,22,2001
102-170-09,159950,1267,3,1.5,43,1,0,6,4,2001
104-050-21,100000,1515,3,2,17,1,1,6,1,2001
104-130-24,160000,1604,3,2,22,1,0,6,13,2001
109-070-43,245000,2766,3,2,53,1,0,6,10,2001
110-310-26,245550,2030,4,2,12,1,0,6,13,2001
111-030-28,136500,920,2,1,50,1,1,6,1,2001
111-060-39,129500,1506,4,2,47,1,1,6,1,2001
111-170-26,142900,917,3,1,53,1,0,6,14,2001
111-201-06,95000,1524,3,2,52,2,0,6,12,2001
111-262-07,145000,1290,3,1,51,1,0,6,6,2001
111-270-22,130000,1064,3,2,50,1,1,6,27,2001
111-280-10,143000,1165,4,2,45,1,0,6,1,2001
112-160-16,255950,1829,4,2,23,1,0,6,22,2001
112-170-47,208000,1706,3,2,25,1,1,6,3,2001
113-203-07,159000,2682,5,3,82,2,1,6,19,2001
113-250-07,175000,1738,2,1,60,1,1,6,11,2001
113-310-07,225000,1605,2,2,64,1,0,6,13,2001
113-353-10,159000,1100,2,1,60,1,1,6,26,2001
115-167-06,135000,1741,3,2,55,1,0,6,26,2001
115-170-37,149000,1533,3,2,54,1,1,6,2,2001
115-243-05,140000,818,2,1,53,1,0,6,1,2001
116-070-16,249000,1723,3,2,5,1,0,6,29,2001
116-090-31,209000,1493,3,2.5,7,1,0,6,29,2001
116-310-25,455000,2200,3,2.5,6,1,0,6,3,2001
116-350-42,249000,1739,4,2,3,1,1,6,10,2001
116-390-23,178000,1091,3,2,3,1,1,6,26,2001
117-130-09,85000,1118,2,1,55,1,0,6,3,2001
117-233-14,120000,1256,3,1,68,2,0,6,3,2001
118-090-29,380000,1674,3,2,10,1,0,6,28,2001
118-180-09,360000,2448,3,2.5,4,1,0,6,12,2001
118-220-55,450000,2536,4,3,10,2,0,6,27,2001
118-330-22,257000,1731,3,2,17,1,0,6,19,2001
118-330-35,260000,2067,4,2,18,1,0,6,14,2001
118-330-42,275000,1939,4,2,18,1,0,6,5,2001
118-350-02,195000,1449,3,2,14,1,0,6,4,2001
118-350-22,258000,1811,3,2,17,1,1,6,18,2001
118-350-33,260000,1758,3,2,17,1,0,6,11,2001
119-032-12,100000,1013,2,1,17,1,1,6,13,2001
119-062-05,110000,811,2,1,71,1,1,6,13,2001
123-110-05,122000,1227,2,1,55,1,1,6,26,2001
125-040-18,235000,1773,4,2,59,1,1,6,18,2001
125-110-14,121000,1163,2,1.5,38,2,1,6,12,2001
125-270-31,111000,1062,2,1,77,1,1,6,9,2001
125-280-14,129000,1165,2,1,63,1,0,6,3,2001
125-380-21,111950,755,2,1,74,1,0,6,21,2001
127-030-30,114000,1152,2,1,76,1,0,6,22,2001
127-100-21,135000,1203,2,1,78,1,1,6,18,2001
133-150-25,114950,996,2,1,51,1,0,6,6,2001
133-300-18,159900,983,2,1,63,1,0,6,24,2001
133-300-48,164950,1102,2,1,70,1,0,6,27,2001
133-460-35,116000,1043,3,1,46,1,1,6,18,2001
135-060-15,163900,1729,3,1.5,80,2,1,6,12,2001
135-223-05,143000,1224,3,2,4,1,1,6,6,2001
135-370-49,138000,1166,2,1,82,1,1,6,24,2001
141-142-22,118000,1200,3,1,58,1,0,6,1,2001
141-196-03,55000,700,2,1,87,1,0,6,15,2001
147-270-38,110000,1318,4,2,76,1,0,6,20,2001
147-320-12,128000,1431,4,2,76,1,0,6,19,2001
155-430-30,92000,890,2,1,63,2,0,6,7,2001
157-273-16,102000,1208,3,1,45,1,0,6,18,2001
157-323-03,120000,1256,3,1,32,1,1,6,26,2001
159-055-18,95000,1230,4,2,61,1,0,6,12,2001
159-300-26,107000,1152,3,2,28,2,1,6,4,2001
161-270-43,246500,1849,3,2.5,11,2,1,6,10,2001
161-360-23,224000,1769,3,2,8,1,0,6,9,2001
161-380-22,179000,1079,3,2,7,1,0,6,16,2001
161-440-25,210000,1752,4,2.5,7,2,0,6,4,2001
161-490-08,232500,1690,3,2.5,4,2,0,6,26,2001
161-500-20,180000,1070,3,2,6,1,1,6,6,2001
161-530-14,220000,1557,3,2.5,3,2,0,6,19,2001
161-540-13,220000,1557,3,2.5,3,2,0,6,27,2001
161-550-31,260000,1832,4,2.5,4,2,0,6,22,2001
161-570-07,259000,2228,4,2.5,4,2,0,6,12,2001
161-690-08,255000,2400,4,2.5,1,2,0,6,4,2001
163-111-04,118000,1134,3,1,46,1,1,6,29,2001
163-460-08,162500,1311,3,2,9,1,0,6,25,2001
163-460-52,170000,1188,3,2,9,1,0,6,19,2001
163-501-39,189950,1538,4,2,2,1,0,6,26,2001
163-540-09,123000,980,3,1,9,1,0,6,5,2001
163-550-37,160000,1041,3,2,8,1,0,6,29,2001
163-570-33,220000,1626,3,2.5,9,2,0,6,22,2001
163-610-66,169500,1232,4,2,8,1,0,6,7,2001
163-610-72,166000,1023,3,2,8,1,1,6,7,2001
167-122-02,124000,1479,3,2,89,1,0,6,13,2001
167-191-04,117700,1088,3,2,21,1,0,6,18,2001
169-167-08,60000,986,3,1,53,1,0,6,22,2001
171-122-12,127000,1522,5,2,40,1,0,6,11,2001
171-240-49,138500,1228,3,2,9,1,1,6,25,2001
173-132-15,115000,958,2,1.5,48,1,0,6,4,2001
173-181-21,120000,988,3,1,41,1,0,6,7,2001
173-250-13,137000,1176,3,1,36,1,0,6,13,2001
173-450-29,155000,1400,4,2,0,1,1,6,28,2001
177-221-01,130000,1200,4,2.5,29,1,0,6,12,2001
177-300-02,135000,1245,3,2,3,1,0,6,11,2001
177-300-03,135000,1245,3,2,3,1,0,6,11,2001
178-120-18,167500,1346,3,2,14,1,0,6,30,2001
179-100-41,272500,1488,3,2,25,1,0,6,12,2001
179-350-24,197000,1642,3,2,6,1,0,6,18,2001
179-380-32,165000,1120,3,2,2,1,0,6,8,2001
179-380-34,155000,1000,3,2,2,1,0,6,4,2001
181-060-19,212028,1008,2,1,54,1,0,6,27,2001
135-370-44,150000,1221,2,1,69,1,1,6,21,2001
068-040-07,252950,1766,4,2,8,1,0,7,26,2001
068-040-28,195000,1428,3,2,7,1,0,7,30,2001
068-250-19,258500,2190,4,2.5,2,1,0,7,6,2001
070-240-59,259000,2090,4,3,4,1,0,7,20,2001
070-280-04,255000,2003,3,2.5,2,2,0,7,26,2001
070-280-43,320000,2824,4,2.5,2,2,0,7,1,2001
070-290-45,224000,1477,3,2,1,1,0,7,1,2001
071-373-10,272000,2204,3,3,9,2,0,7,3,2001
071-374-07,235000,1798,3,2.5,6,2,0,7,2,2001
072-020-34,292500,2658,3,2,28,1,0,7,29,2001
072-230-72,283000,2472,5,3,15,2,0,7,13,2001
072-250-24,222000,1977,4,3,22,2,1,7,12,2001
072-290-32,249500,2024,4,2,25,1,0,7,2,2001
072-300-52,220000,1934,3,2.5,25,1,1,7,3,2001
072-310-55,189900,1832,4,2,23,1,0,7,17,2001
072-320-63,181800,1760,3,2,23,1,1,7,2,2001
072-330-09,162000,1501,3,2,23,1,1,7,28,2001
072-330-11,184950,1760,3,2,23,1,0,7,13,2001
075-035-06,200000,1847,4,2,44,1,0,7,18,2001
075-040-05,140000,1520,3,2,43,1,0,7,14,2001
075-100-51,163500,2000,3,2,45,1,1,7,6,2001
075-140-12,175000,1222,3,2,51,1,0,7,1,2001
075-240-14,175000,1472,3,2,29,1,0,7,18,2001
077-224-12,233000,1636,3,2,45,1,0,7,25,2001
077-370-07,457500,3520,5,3,21,2,0,7,11,2001
078-020-47,185000,1640,3,2,17,1,0,7,1,2001
078-030-39,220000,1832,4,2,13,1,0,7,11,2001
078-060-05,217500,1829,3,2,12,1,0,7,8,2001
078-160-53,185000,1928,3,2.5,19,1,0,7,26,2001
078-200-04,195500,1866,4,2,21,1,1,7,23,2001
078-370-45,180000,1502,3,2,13,1,0,7,26,2001
078-410-16,187000,1580,3,2,16,1,1,7,30,2001
079-242-17,163000,1310,3,2,38,1,1,7,31,2001
079-243-16,175000,1627,4,2,38,1,0,7,26,2001
079-264-13,164950,1413,3,2,36,1,0,7,15,2001
079-361-27,158950,1168,3,2,44,1,0,7,9,2001
079-420-19,146000,1153,3,2,25,1,0,7,2,2001
079-450-45,137000,1380,3,2,24,1,0,7,5,2001
080-060-34,174950,1552,3,2,21,1,0,7,1,2001
081-090-05,143000,1392,3,2,36,1,0,7,20,2001
081-133-09,159900,1322,4,1.5,42,1,0,7,31,2001
081-423-16,146000,1104,3,1,49,1,1,7,8,2001
081-480-18,117000,960,2,1,26,1,0,7,12,2001
082-040-29,166950,1753,4,2,25,1,0,7,1,2001
082-170-41,154000,1545,3,2,26,1,0,7,1,2001
082-250-26,155000,1431,3,2,25,1,0,7,11,2001
086-560-23,485000,3212,4,3,14,1,0,7,7,2001
086-560-36,365000,2427,3,2,20,1,0,7,31,2001
088-053-13,159500,1346,3,2,21,1,0,7,24,2001
088-053-28,170700,1454,3,2,21,1,0,7,18,2001
088-070-36,146950,1500,3,2,23,1,0,7,6,2001
088-090-21,156500,1164,3,2,22,1,0,7,29,2001
088-100-24,148000,1673,3,2,22,1,0,7,30,2001
088-150-32,110000,965,2,2,20,1,0,7,3,2001
088-170-08,144000,1450,2,2,23,1,0,7,18,2001
088-212-21,140000,1811,4,2,26,2,1,7,19,2001
088-270-16,142000,1134,3,2,18,1,1,7,22,2001
088-270-50,145000,1134,3,2,18,1,0,7,18,2001
090-052-03,144000,1400,3,2,28,1,1,7,19,2001
090-070-68,142000,1120,3,2,22,1,1,7,25,2001
090-150-48,131000,1136,4,2,20,1,0,7,13,2001
090-210-03,143500,1283,3,2,22,1,0,7,1,2001
090-220-17,138500,1158,3,2,21,1,1,7,25,2001
090-310-42,146000,1136,3,2,19,1,1,7,23,2001
090-310-66,148000,1000,3,2,19,1,0,7,2,2001
090-520-30,185000,1645,3,2.5,11,1,0,7,31,2001
090-550-26,171050,1280,3,2,8,1,0,7,15,2001
092-050-06,131000,840,2,1,39,1,0,7,25,2001
092-360-54,230000,2000,3,2,1,1,1,7,1,2001
093-070-03,474000,3105,3,3.5,33,2,0,7,13,2001
094-100-05,156600,1395,3,2,19,1,0,7,7,2001
094-100-58,149950,981,3,2,18,1,0,7,15,2001
094-290-41,183850,1748,4,2,12,2,1,7,8,2001
094-300-05,164000,1385,3,2,11,1,0,7,2,2001
094-300-41,164000,1385,3,2,12,1,1,7,1,2001
094-300-76,170000,1385,3,2,11,1,1,7,26,2001
094-310-30,145000,1260,3,2,11,1,0,7,13,2001
094-330-10,120000,923,2,2,12,1,0,7,26,2001
094-340-13,178000,1473,4,2,11,2,0,7,18,2001
094-360-27,226000,1900,4,3,11,2,0,7,5,2001
096-080-15,174500,1386,3,2.5,13,2,1,7,14,2001
096-110-38,192000,1533,3,2,11,1,0,7,31,2001
096-170-26,175000,1359,3,2,7,1,0,7,23,2001
096-200-41,183000,1362,3,2,8,1,0,7,14,2001
096-200-72,215000,1475,4,2,7,1,0,7,5,2001
097-091-05,229000,1722,3,2,47,1,1,7,13,2001
097-091-28,262500,1746,3,2,42,1,1,7,20,2001
097-161-14,121000,898,2,1,49,1,0,7,3,2001
097-163-24,159950,1395,3,2,49,1,0,7,14,2001
097-203-28,135000,957,2,1,49,1,1,7,5,2001
097-210-02,98400,957,2,1,49,1,1,7,18,2001
098-020-11,240000,1612,3,2,23,1,1,7,23,2001
098-020-61,395000,2900,3,2.5,19,3,0,7,9,2001
098-100-16,279950,1999,4,3,22,2,0,7,19,2001
098-260-24,390000,2600,4,2.5,31,1,0,7,12,2001
100-032-01,156000,1326,3,2,24,1,1,7,12,2001
102-333-21,145000,1089,3,1,45,1,1,7,13,2001
104-130-17,156000,1438,3,2,25,1,0,7,1,2001
108-100-16,230000,2060,4,2,47,2,0,7,28,2001
109-100-34,180000,1590,3,2,46,1,0,7,13,2001
109-270-12,159000,1296,3,1.5,40,1,0,7,19,2001
109-320-14,140000,1129,3,1,47,1,1,7,20,2001
109-340-19,148000,1028,3,1,50,1,0,7,7,2001
110-050-52,228950,1813,3,2,21,1,0,7,21,2001
111-100-20,139000,1170,3,1,51,1,1,7,27,2001
111-202-30,125000,1064,3,1,49,1,0,7,1,2001
111-270-21,145000,1463,3,2,50,1,0,7,9,2001
111-382-14,164000,1304,3,2,52,1,0,7,6,2001
111-392-09,237000,2535,4,3,38,2,1,7,20,2001
112-080-06,225000,1776,3,2,22,1,0,7,17,2001
113-022-04,249000,1954,2,2,53,1,0,7,28,2001
113-023-04,240000,1678,3,1.5,51,1,1,7,26,2001
113-061-02,139500,1454,3,1,53,1,1,7,4,2001
113-130-12,195000,1924,3,2,47,1,1,7,18,2001
113-180-21,165000,1300,2,1,60,1,1,7,30,2001
113-270-58,185000,1564,3,1.5,52,1,0,7,25,2001
113-340-30,199000,1841,3,2,86,1,1,7,13,2001
113-362-03,172000,1235,2,1,67,1,0,7,11,2001
115-034-04,154950,1212,3,1,50,1,0,7,6,2001
115-100-43,171000,1667,4,1.5,51,1,0,7,4,2001
115-121-06,119950,852,2,1,52,1,1,7,2,2001
115-164-06,124900,904,2,1,50,1,1,7,2,2001
115-251-15,115000,1034,2,1,54,1,0,7,1,2001
116-070-34,239000,1549,3,2,10,1,0,7,16,2001
116-100-34,191000,1217,3,2,5,2,0,7,6,2001
116-200-06,209950,1565,4,2,19,1,1,7,31,2001
116-320-01,450000,2400,4,2.5,6,1,0,7,11,2001
117-130-27,109500,1128,2,2,55,1,0,7,6,2001
117-170-37,95000,900,2,1,64,1,1,7,22,2001
118-040-26,259950,2007,4,2,22,1,0,7,3,2001
118-290-08,324500,1723,3,2,6,1,0,7,6,2001
119-150-41,90000,879,2,1,48,1,0,7,9,2001
123-140-02,135500,1010,2,1,54,1,1,7,4,2001
123-162-08,163000,1167,3,2,55,1,0,7,4,2001
123-211-39,149000,1212,2,1,62,1,1,7,14,2001
123-221-14,165000,1501,3,2,63,1,1,7,17,2001
123-222-12,151200,1166,3,1.5,47,1,1,7,26,2001
123-242-10,140000,983,2,1,54,1,0,7,11,2001
125-250-05,125000,881,3,1,76,1,1,7,16,2001
125-280-28,147000,1176,3,1,51,1,1,7,12,2001
127-030-12,155000,1836,3,1.5,62,1,1,7,10,2001
127-050-23,122000,1121,2,1,81,1,0,7,24,2001
127-100-02,135000,1182,2,1,76,1,1,7,13,2001
127-100-15,139000,1268,3,1.5,91,1,0,7,2,2001
133-170-11,125000,962,3,1,51,1,0,7,22,2001
133-330-40,137000,1207,2,2,55,1,0,7,29,2001
135-060-52,154500,1437,3,2,56,1,0,7,27,2001
135-160-04,184950,1388,2,1,80,1,0,7,15,2001
135-175-03,128000,1300,2,1,78,1,0,7,1,2001
135-210-11,177000,1564,3,1,77,1,1,7,29,2001
135-210-17,140000,1699,2,1,84,1,1,7,18,2001
135-310-19,189000,1940,3,2,77,2,1,7,26,2001
135-350-44,270000,2135,3,2,60,2,0,7,10,2001
135-361-11,150900,1220,2,1,74,1,0,7,29,2001
141-193-06,111000,1064,3,2,0,1,0,7,16,2001
143-170-54,84000,1132,2,2,54,1,0,7,25,2001
151-031-06,114000,1319,2,2,52,1,0,7,25,2001
151-060-03,69950,954,2,1,100,1,1,7,10,2001
151-074-05,109950,1341,2,1,91,1,0,7,16,2001
153-192-00,90000,1764,3,2.5,53,2,1,7,24,2001
153-204-22,81000,894,2,1,50,1,0,7,30,2001
153-240-04,75900,816,2,1,64,1,1,7,30,2001
153-260-20,87000,850,2,1,53,1,1,7,3,2001
157-110-45,140000,1312,3,2,10,1,0,7,2,2001
157-110-46,145000,1534,3,2,10,1,0,7,4,2001
157-150-02,73000,902,2,1,73,1,0,7,16,2001
157-331-06,105950,904,2,1.5,32,1,1,7,1,2001
159-213-14,115360,1101,3,1,63,1,1,7,4,2001
159-243-03,140000,1230,4,2,0,1,0,7,13,2001
159-290-24,103000,1180,3,1,38,1,1,7,23,2001
161-220-35,250000,1901,4,3,11,2,1,7,19,2001
161-340-38,233000,1642,3,2,8,1,0,7,11,2001
161-350-36,253000,1540,3,2,8,1,0,7,28,2001
161-410-30,198800,1372,3,2,8,1,0,7,21,2001
161-420-06,264000,2328,3,2.5,4,2,0,7,24,2001
161-430-47,197000,1269,3,2,7,1,0,7,2,2001
161-480-40,200000,1421,3,2,3,1,1,7,8,2001
161-500-11,213000,1315,3,2,6,1,0,7,17,2001
161-510-48,249000,2091,4,2,4,1,0,7,3,2001
161-530-39,220000,1598,4,2,3,1,0,7,12,2001
161-610-11,246500,1969,4,2.5,2,2,0,7,19,2001
161-610-22,249950,2407,4,2.5,2,2,0,7,12,2001
161-670-09,209000,1649,4,2,1,1,0,7,23,2001
163-120-11,112000,1053,3,1,37,1,0,7,30,2001
163-180-41,159950,1600,4,2,0,1,1,7,13,2001
163-390-12,197250,1511,4,2.5,12,2,0,7,3,2001
163-430-40,178000,1440,3,2,7,1,0,7,6,2001
163-470-29,185000,1569,4,2,10,1,0,7,1,2001
163-493-10,175000,1229,3,2,10,1,0,7,25,2001
163-550-28,190000,1500,4,2,8,1,0,7,3,2001
163-560-38,225000,1630,3,2.5,9,2,0,7,10,2001
163-610-10,180000,1232,3,2,8,1,0,7,11,2001
163-610-59,140000,892,2,2,8,1,0,7,16,2001
163-610-71,174950,1234,4,2,8,1,0,7,28,2001
163-620-32,155000,892,2,2,8,1,0,7,4,2001
163-640-19,169000,1023,3,2,7,1,0,7,26,2001
163-690-53,200000,1485,4,2.5,6,1,0,7,3,2001
163-720-54,171500,1273,3,2,4,1,0,7,31,2001
165-055-18,55000,1206,3,2,50,1,1,7,20,2001
