APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
117-224-06,78000,960,2,1,70,1,0,6,3,1999
117-246-04,69000,1118,3,1,45,1,0,6,28,1999
117-246-10,75000,900,2,1,49,1,0,6,11,1999
118-280-11,365000,3233,4,3,6,2,0,6,15,1999
118-340-50,162500,1700,3,2,17,1,0,6,13,1999
119-140-21,53000,859,2,1,20,1,0,6,1,1999
119-262-13,95950,1040,3,2,0,1,1,6,9,1999
120-120-18,95000,1700,2,2,33,1,0,6,8,1999
121-122-13,112500,1400,3,2,42,1,1,6,3,1999
121-190-02,118000,1318,3,2,24,1,0,6,6,1999
123-130-11,89950,1112,2,1,50,1,1,6,8,1999
123-173-19,92000,1187,3,2,21,1,1,6,23,1999
123-183-12,78950,816,2,1,64,1,1,6,10,1999
123-184-03,58000,1000,2,1,53,1,0,6,18,1999
123-211-10,84000,1105,2,1,52,1,1,6,9,1999
125-280-40,74950,986,2,1,71,1,1,6,28,1999
127-171-05,50000,900,2,1,87,1,1,6,1,1999
133-230-64,97900,1200,3,2,12,1,1,6,1,1999
133-430-04,80000,1120,2,1,75,1,1,6,30,1999
133-450-34,82500,1077,2,1,60,1,0,6,10,1999
135-160-24,79950,1162,2,1,51,1,0,6,5,1999
135-171-07,152000,2500,3,2.5,69,3,0,6,25,1999
135-200-41,106500,1265,2,1,73,1,0,6,15,1999
135-230-17,96000,1279,2,1,77,1,0,6,17,1999
135-391-03,78000,1200,2,1,75,1,1,6,21,1999
135-402-02,84600,1400,3,1,37,1,0,6,7,1999
135-442-02,79000,1118,2,1,76,1,1,6,17,1999
137-044-01,124950,2172,4,2,74,2,0,6,9,1999
137-080-04,91000,1300,3,2,10,1,1,6,7,1999
137-130-01,61000,1400,3,1,89,1,1,6,18,1999
141-085-17,65000,1217,2,1,62,1,0,6,24,1999
141-201-02,95000,1635,4,2,58,1,0,6,20,1999
143-340-13,75000,1104,3,1,39,1,0,6,15,1999
151-073-10,65000,1600,2,2,53,2,0,6,29,1999
153-204-23,68500,1100,2,1,48,1,0,6,17,1999
159-041-10,58000,734,2,1,51,1,0,6,1,1999
159-370-13,81000,1215,3,2,20,1,0,6,18,1999
161-270-05,138000,1528,3,2,8,1,0,6,30,1999
161-390-50,109000,1200,3,2,7,1,0,6,13,1999
161-430-14,120000,1200,3,2,4,1,1,6,11,1999
161-460-34,162000,2040,4,2,4,1,1,6,11,1999
161-530-01,134000,1550,3,2,0,1,1,6,11,1999
173-132-22,92000,1884,3,3,22,1,1,6,25,1999
157-081-18,65000,798,3,1,16,1,1,6,10,1999
068-040-31,147000,1428,3,2,6,1,0,7,12,1999
068-200-41,159000,1735,3,2,3,1,0,7,29,1999
071-230-05,102000,902,2,2,15,1,1,7,10,1999
072-240-54,120000,1590,3,2,17,1,1,7,1,1999
072-450-15,152900,2900,3,3,43,1,1,7,8,1999
075-120-12,124000,1315,3,2,47,1,1,7,23,1999
075-170-33,140000,2389,5,3,30,2,1,7,3,1999
075-220-35,94300,1314,3,1.5,49,1,1,7,13,1999
077-101-12,101000,1000,3,2,39,1,0,7,1,1999
077-112-39,138000,1800,3,2,6,1,0,7,15,1999
077-150-11,320000,3200,4,3,39,1,0,7,31,1999
077-226-01,171000,1990,3,2,33,2,0,7,11,1999
077-300-29,122000,1506,3,1.5,40,1,1,7,27,1999
077-350-08,375000,3301,3,2.5,44,1,0,7,6,1999
077-360-05,159900,1800,3,2,49,1,0,7,17,1999
078-040-38,180000,2269,4,3,11,2,0,7,26,1999
078-210-32,158000,2226,4,2.5,20,2,0,7,9,1999
078-270-63,124950,1688,3,2,18,1,0,7,14,1999
078-400-21,175000,2210,4,2.5,14,2,0,7,26,1999
079-130-17,72500,1424,3,2,32,1,0,7,25,1999
079-152-12,91000,1893,5,3,34,1,0,7,30,1999
079-181-22,103600,1682,4,2,30,1,0,7,9,1999
079-212-05,85000,1300,3,2,31,1,0,7,20,1999
079-274-02,100000,1165,3,2,30,1,1,7,31,1999
080-030-38,117500,1433,3,2,19,1,1,7,27,1999
080-030-55,111500,1552,3,2,19,1,0,7,29,1999
080-060-23,130000,1984,4,3,19,2,1,7,18,1999
080-190-17,124000,1538,4,2,16,1,0,7,20,1999
080-400-41,141750,2186,4,3,9,1,1,7,23,1999
080-420-40,120500,1518,3,2,9,1,0,7,31,1999
080-430-36,138000,1583,3,2,9,1,0,7,17,1999
081-140-18,107000,1466,3,2,38,1,1,7,16,1999
081-252-21,92000,1624,3,2,39,1,1,7,8,1999
081-331-01,87000,1628,3,2,42,1,1,7,24,1999
081-470-15,82500,960,3,1,25,1,1,7,8,1999
082-100-74,105000,1500,4,2,24,1,0,7,26,1999
082-140-27,107500,1452,3,2,25,1,1,7,16,1999
085-130-23,196000,1775,3,2,35,1,0,7,26,1999
085-160-10,226000,1900,3,3,64,2,0,7,8,1999
085-370-13,175760,1489,3,2,38,1,0,7,14,1999
085-400-02,285000,2900,3,2,18,1,1,7,20,1999
085-400-12,340000,3500,3,3.5,13,1,0,7,15,1999
086-020-01,139000,1200,3,1,50,1,0,7,11,1999
086-440-38,305000,2937,4,3.5,48,1,0,7,20,1999
087-070-20,187000,1391,3,2,67,1,0,7,7,1999
087-210-01,299000,3200,5,3,23,2,1,7,7,1999
087-210-14,327500,4100,4,2.5,21,1,0,7,25,1999
088-054-18,82400,1410,3,2,19,1,1,7,21,1999
088-060-44,69900,1444,3,2,20,1,1,7,16,1999
088-090-43,85000,1458,3,2,19,1,0,7,27,1999
088-170-03,82000,1400,2,2,20,1,0,7,28,1999
088-310-14,118000,1500,3,2,10,1,0,7,19,1999
088-400-35,159000,2547,5,3,3,2,0,7,28,1999
090-030-17,86750,1228,3,2,21,1,0,7,22,1999
090-070-74,84500,1100,3,2,21,1,0,7,19,1999
090-140-12,69950,816,2,1,20,1,0,7,16,1999
090-170-54,93000,1136,4,2,18,1,1,7,26,1999
090-240-31,90000,1490,3,2,20,1,0,7,13,1999
090-520-57,124000,1455,4,2,8,1,0,7,27,1999
092-250-24,115000,1310,3,2,5,1,0,7,26,1999
093-030-35,198000,1900,3,2,12,1,0,7,12,1999
094-360-72,176000,2077,4,3,9,1,0,7,3,1999
096-100-01,123500,1400,3,2,9,2,0,7,30,1999
096-130-42,147000,2000,4,2.5,9,2,0,7,19,1999
096-160-24,112300,1330,3,2,8,1,0,7,29,1999
096-240-21,145500,1640,4,2.5,3,2,0,7,1,1999
096-250-37,117500,1500,4,2,4,1,0,7,8,1999
097-052-02,148500,1452,3,2,37,1,0,7,5,1999
097-320-23,83000,972,2,1,46,1,1,7,3,1999
098-080-12,253000,3557,6,3.5,19,1,1,7,9,1999
098-392-07,289000,2841,4,3,27,2,0,7,24,1999
100-104-08,92200,1405,3,1.5,25,2,1,7,12,1999
100-110-35,99000,1204,3,2,27,1,1,7,12,1999
100-240-51,210000,2100,3,2,31,1,0,7,13,1999
100-250-45,134950,1591,3,2,34,2,0,7,30,1999
100-380-34,109950,1242,3,2,14,1,1,7,9,1999
101-280-03,254500,2553,4,3,10,2,0,7,8,1999
102-030-17,92000,1113,3,2,39,1,0,7,13,1999
102-160-05,114950,1200,3,1.5,40,1,0,7,22,1999
102-181-13,127500,1293,3,2,44,1,0,7,24,1999
104-210-31,96000,1400,3,2,21,1,0,7,4,1999
109-030-05,228500,2068,4,2,34,1,0,7,24,1999
109-080-07,112000,1601,3,2,38,1,1,7,13,1999
109-172-23,87000,1300,3,1,47,1,0,7,29,1999
109-232-26,67059,1104,3,1,46,1,1,7,8,1999
110-040-18,132000,1677,3,2,19,1,0,7,21,1999
110-080-32,125000,1328,3,2,19,1,0,7,28,1999
110-100-57,210000,2124,4,2,18,1,1,7,7,1999
110-140-16,121000,1461,3,2,18,1,1,7,22,1999
111-160-04,82500,1107,2,1,48,1,0,7,30,1999
111-300-14,88000,1165,4,2,44,1,1,7,10,1999
112-060-24,165000,1794,3,2,16,1,0,7,15,1999
112-180-31,180000,2584,5,3,22,1,1,7,23,1999
113-100-17,175000,2200,3,3,48,1,0,7,20,1999
113-130-28,190000,2300,3,1.5,49,1,0,7,6,1999
113-204-08,132000,1167,2,1,70,1,1,7,19,1999
113-212-16,106000,1074,2,1,81,1,0,7,15,1999
113-212-20,105000,1153,2,1,58,1,0,7,17,1999
113-340-45,120000,1400,3,1,78,1,1,7,9,1999
115-112-02,85000,858,2,1,48,1,1,7,17,1999
115-182-03,60000,1014,3,1,48,1,1,7,8,1999
115-183-26,129950,1788,4,2,48,1,0,7,13,1999
116-050-49,213500,2325,4,2.5,6,2,0,7,31,1999
116-080-51,209500,1895,3,2.5,7,2,0,7,9,1999
117-200-04,66500,700,2,1,73,1,0,7,12,1999
117-260-16,70500,1200,4,1,41,1,0,7,28,1999
118-110-24,322000,2638,4,3,3,1,0,7,30,1999
118-330-02,210000,2054,4,2.5,17,1,0,7,31,1999
123-053-02,75000,1064,3,1,42,1,0,7,29,1999
123-222-19,105000,1020,2,1,52,1,0,7,27,1999
125-170-05,74000,1180,2,1,59,1,1,7,19,1999
125-260-26,66090,900,3,1,79,1,1,7,9,1999
125-280-04,80000,1125,2,1,60,1,0,7,21,1999
127-214-20,117950,2435,4,2,73,2,0,7,24,1999
133-160-24,75000,965,3,1,48,1,0,7,31,1999
133-170-37,66500,1000,2,1,49,1,1,7,14,1999
133-240-11,89000,1000,2,1,72,1,0,7,12,1999
133-430-01,85150,1533,3,2,57,2,1,7,22,1999
133-450-42,63000,1262,3,1,75,1,1,7,9,1999
135-030-17,128500,1800,3,1.5,68,2,1,7,9,1999
135-173-01,95000,1372,3,1,73,1,1,7,20,1999
135-430-05,84800,1416,2,1,75,1,0,7,23,1999
137-091-13,103000,1535,2,1,79,1,0,7,1,1999
141-181-10,90850,1064,3,2,0,1,1,7,27,1999
151-042-02,79000,1370,2,1,72,1,0,7,2,1999
155-480-10,63000,913,2,1,59,1,1,7,14,1999
157-254-04,60000,795,2,1,40,1,1,7,10,1999
159-290-02,78000,888,2,1,59,1,1,7,23,1999
161-250-32,140000,1348,3,2,6,1,0,7,6,1999
161-270-06,137000,1466,3,2,7,1,0,7,7,1999
161-270-57,139000,1700,3,2,9,1,0,7,27,1999
161-280-19,133500,1458,3,2,9,1,1,7,19,1999
161-370-36,166000,2000,4,3,9,2,0,7,27,1999
161-402-49,183700,2540,4,3,2,2,0,7,6,1999
161-410-24,146950,1547,3,2.5,6,2,0,7,28,1999
161-470-04,162000,2013,4,3,5,1,0,7,12,1999
161-530-07,145000,1640,4,2.5,2,2,1,7,31,1999
161-560-33,149950,1634,3,2,1,1,1,7,29,1999
161-620-30,194950,2500,4,3,0,2,0,7,18,1999
171-330-09,75000,1000,3,2,9,1,0,7,5,1999
173-230-14,88000,1044,3,1,35,1,0,7,22,1999
173-390-29,85000,1200,3,2,9,1,0,7,17,1999
090-190-09,79000,1120,3,2,21,1,0,7,30,1999
111-371-29,92000,1004,3,1,52,1,1,7,7,1999
119-230-23,93950,1064,3,2,0,1,1,7,7,1999
057-610-005,56500,1300,2,1,30,1,1,8,10,1999
068-210-25,152000,1800,4,2,0,1,1,8,5,1999
070-030-18,215000,2700,5,3,8,2,0,8,25,1999
070-170-10,199999,2700,5,3,7,2,0,8,19,1999
070-220-49,168500,1691,3,2,4,1,0,8,7,1999
071-350-09,230000,2186,3,2.5,11,2,0,8,1,1999
071-410-41,151975,1766,3,2,8,1,1,8,11,1999
072-150-24,139950,2184,4,2.5,21,2,0,8,10,1999
072-300-08,147000,2600,5,3,23,2,0,8,1,1999
072-320-54,139900,2200,4,2.5,22,2,0,8,25,1999
075-170-16,112900,1514,3,2,30,1,0,8,9,1999
075-390-03,126500,1621,3,2,20,1,1,8,6,1999
077-022-24,123500,1557,4,2,27,1,1,8,3,1999
077-113-20,146000,1900,3,2,41,1,0,8,24,1999
077-174-04,335000,2300,4,2.5,40,1,0,8,11,1999
077-370-28,157500,1677,3,2,46,1,0,8,5,1999
078-120-08,132500,1760,3,2,12,1,0,8,2,1999
078-120-21,136000,2300,5,3,12,2,1,8,13,1999
078-140-37,145000,1942,4,2,15,1,0,8,18,1999
078-210-09,120000,1552,3,2,20,1,0,8,23,1999
078-340-17,128000,1674,3,2,12,1,0,8,28,1999
078-340-54,119900,1535,3,2,15,1,1,8,27,1999
078-350-42,168500,2223,4,2.5,17,1,0,8,11,1999
079-051-10,85000,1050,3,2,41,1,0,8,16,1999
079-234-03,90000,1210,3,2,36,1,1,8,9,1999
079-330-14,98500,1407,3,2,44,1,0,8,20,1999
080-350-02,105000,1548,3,2,14,1,0,8,11,1999
080-410-07,137000,1503,3,2,9,1,0,8,13,1999
081-300-05,85000,1188,3,1,43,1,1,8,25,1999
081-402-21,113000,1391,3,2,45,1,1,8,20,1999
082-080-34,127000,1687,3,2,22,1,0,8,23,1999
082-090-43,142500,1679,3,2,24,1,0,8,17,1999
082-300-47,130000,1989,4,3,22,2,1,8,21,1999
086-630-11,498000,4100,3,3,7,1,0,8,31,1999
087-160-20,259950,3180,4,3,14,2,0,8,13,1999
087-170-08,151000,1372,3,1,50,1,0,8,9,1999
087-210-20,312500,2300,3,3,15,1,0,8,16,1999
088-270-14,90000,1134,3,2,16,1,1,8,25,1999
088-400-51,103000,1042,3,2,6,1,0,8,27,1999
089-190-05,166000,1500,2,1,61,2,0,8,16,1999
090-110-24,84000,1136,4,2,20,1,1,8,30,1999
090-110-38,87800,1136,3,2,19,1,1,8,27,1999
090-180-19,83800,1319,3,2,17,1,1,8,9,1999
090-210-34,90900,1301,4,2,20,1,1,8,4,1999
090-300-08,103000,1300,4,2,21,1,0,8,15,1999
092-290-09,179950,1777,4,3,2,2,0,8,23,1999
094-350-58,118500,1400,4,2,9,2,0,8,5,1999
094-360-19,160000,1900,4,3,9,2,0,8,14,1999
096-220-54,120000,1470,3,2,3,1,1,8,20,1999
096-260-10,139000,1690,4,2.5,3,3,0,8,29,1999
096-260-71,119000,1502,4,2,3,1,0,8,1,1999
097-032-37,165000,2300,4,3,39,1,0,8,30,1999
097-052-03,142000,1586,3,2,37,1,0,8,10,1999
097-130-24,129000,1522,3,2,40,1,1,8,27,1999
097-210-35,77300,957,2,1,46,1,1,8,10,1999
097-270-21,112500,1129,3,1,47,1,0,8,18,1999
097-403-02,180000,1803,2,1.5,44,1,0,8,30,1999
102-183-01,115000,2234,6,3,44,2,0,8,6,1999
102-280-15,92000,1063,3,1,42,1,0,8,5,1999
104-040-14,99000,1405,3,2,13,1,1,8,23,1999
104-230-22,80000,960,3,2,16,1,0,8,9,1999
109-050-26,265000,2500,3,3,40,1,0,8,16,1999
109-182-21,101000,1351,3,2,48,1,0,8,18,1999
110-100-49,190000,2554,4,2.5,17,2,1,8,10,1999
110-204-17,94500,1268,3,2,44,1,0,8,23,1999
111-082-17,85000,900,2,1,48,1,0,8,16,1999
111-333-24,102900,1797,3,2,50,1,1,8,20,1999
112-040-20,290000,2800,3,2,17,2,0,8,26,1999
112-160-62,125000,1257,3,2,23,1,0,8,20,1999
113-051-11,116000,1900,3,2,50,1,0,8,5,1999
113-083-07,145000,1349,3,1,51,1,0,8,10,1999
114-080-37,188612,1833,3,2,19,1,0,8,11,1999
115-080-12,56500,1284,3,1,47,1,0,8,30,1999
115-251-19,70000,804,2,1,52,1,0,8,23,1999
115-280-44,82500,992,3,1,44,1,1,8,27,1999
116-060-42,248500,2300,4,3,5,2,0,8,5,1999
116-080-50,189000,1723,3,2,7,1,0,8,5,1999
117-140-12,79950,850,2,1,59,1,0,8,27,1999
117-170-20,70500,1123,2,1,59,1,0,8,14,1999
117-223-10,78500,1211,3,1,54,1,1,8,24,1999
117-244-16,88000,1548,3,2,53,1,0,8,30,1999
119-220-35,89950,1064,3,2,0,1,1,8,13,1999
121-121-16,88500,1286,3,2,43,1,1,8,20,1999
123-130-13,112000,1664,3,2,52,1,0,8,18,1999
123-203-12,117000,1878,3,2.5,53,1,0,8,4,1999
125-090-11,89610,1576,3,1,75,1,1,8,18,1999
125-090-21,130000,2041,5,1.5,74,2,0,8,2,1999
125-150-31,159000,1639,2,2,51,1,0,8,9,1999
125-220-09,52000,718,1,1,51,1,1,8,5,1999
125-250-18,65000,835,2,1,77,1,1,8,23,1999
133-160-38,82000,1200,3,1,49,1,0,8,4,1999
133-280-01,118000,1181,2,1,58,1,0,8,3,1999
133-290-14,85000,995,2,1,63,1,0,8,6,1999
135-172-06,69200,832,2,1,50,1,1,8,23,1999
135-310-55,172000,2184,3,2,84,2,0,8,30,1999
137-095-06,83000,1630,3,1,85,1,1,8,12,1999
137-110-20,114500,1606,3,2,91,1,0,8,8,1999
137-211-13,81500,1439,3,2,84,1,1,8,13,1999
141-120-34,61000,1100,3,2,79,1,0,8,13,1999
141-250-33,55000,1098,2,1,58,1,0,8,10,1999
143-170-57,89950,1064,3,2,0,1,1,8,20,1999
143-170-58,89950,1064,3,2,0,1,1,8,20,1999
155-330-33,55950,763,2,1,31,1,1,8,5,1999
157-101-17,75000,1100,2,2,24,1,0,8,2,1999
157-300-04,96950,1064,3,2,0,1,1,8,16,1999
157-321-28,88300,1500,2,1,2,1,0,8,31,1999
159-034-01,96500,1001,2,1,12,1,0,8,27,1999
159-045-09,106000,1227,4,2,0,1,1,8,19,1999
161-220-06,167400,1734,3,2.5,9,2,0,8,13,1999
161-340-36,135000,1440,4,2,2,1,1,8,30,1999
161-390-62,135000,1500,4,3,7,2,0,8,12,1999
161-430-08,115000,1079,3,2,5,1,0,8,27,1999
161-430-29,146500,1752,4,2.5,4,1,0,8,19,1999
161-550-36,152000,1781,5,3,2,2,1,8,20,1999
165-072-10,94000,1064,3,2,0,1,1,8,16,1999
173-122-03,106100,1536,3,1,21,1,0,8,11,1999
183-320-38,208000,1600,3,2,11,1,0,8,25,1999
111-051-14,105000,2100,4,2,51,1,1,8,9,1999
111-322-39,86000,1033,3,1,48,1,1,8,25,1999
119-034-20,93000,1064,3,2,0,1,1,8,20,1999
123-152-07,83400,976,2,1,52,1,1,8,16,1999
159-064-12,77500,1008,3,1,26,1,0,8,23,1999
001-001-10,262000,1700,3,2,45,1,0,9,13,1999
068-060-03,153500,1763,3,2,5,1,1,9,16,1999
068-230-09,137950,1450,3,2.5,1,1,0,9,21,1999
070-190-14,175800,1971,4,2,5,1,0,9,15,1999
072-020-12,192950,1764,3,2.5,38,1,1,9,27,1999
072-030-12,103000,1433,3,2,20,1,0,9,13,1999
072-030-41,153500,2226,4,2.5,20,2,0,9,23,1999
072-260-44,132750,1710,3,2,18,1,0,9,6,1999
072-300-56,135000,1904,4,2,23,1,1,9,3,1999
072-390-33,145000,1832,4,2,20,1,0,9,10,1999
072-430-04,86000,1276,3,2,15,1,0,9,1,1999
075-290-10,112500,1040,3,1.5,27,1,0,9,24,1999
075-380-19,115000,1300,3,2,21,1,0,9,1,1999
077-022-31,128900,1410,3,2,27,1,0,9,24,1999
077-240-10,327000,2600,3,2.5,33,1,1,9,9,1999
077-341-06,167000,1941,2,2,44,1,0,9,29,1999
078-110-05,169900,1914,4,2,12,1,0,9,22,1999
078-110-15,172100,2268,5,3,11,2,0,9,20,1999
078-340-21,138500,1674,3,2,16,1,0,9,3,1999
078-340-40,125900,1800,3,2,16,1,0,9,9,1999
078-390-10,140000,2010,4,3,13,2,0,9,20,1999
079-112-11,96000,1390,3,2,30,1,1,9,16,1999
079-160-20,91500,1410,3,2,33,1,0,9,23,1999
080-110-05,139500,1984,4,3,19,2,0,9,20,1999
080-190-03,138950,1514,4,2,16,1,0,9,9,1999
080-370-23,144000,2116,4,2,11,1,1,9,10,1999
080-420-18,157500,1872,4,2,10,1,0,9,8,1999
081-060-31,100400,1499,4,2,32,1,1,9,13,1999
081-070-17,84000,1266,3,2,30,1,1,9,23,1999
081-154-04,90000,1092,3,2,37,1,0,9,30,1999
081-300-23,86500,1198,3,1.5,43,1,0,9,13,1999
081-423-15,93000,1100,3,1,47,1,0,9,17,1999
086-560-14,255000,2500,4,3,20,1,0,9,15,1999
087-070-09,85000,1183,2,2,45,1,1,9,23,1999
088-051-06,98000,1400,3,2,19,1,0,9,27,1999
088-053-11,92000,1467,4,2,19,1,1,9,2,1999
088-053-26,98500,1271,3,2,19,1,0,9,16,1999
088-090-40,89950,1164,3,2,20,1,1,9,30,1999
088-130-30,72000,1380,3,1,21,1,1,9,23,1999
088-150-63,82000,1424,2,2,18,1,0,9,27,1999
088-160-03,69000,962,2,2,21,1,1,9,27,1999
088-234-13,104000,1541,4,2,26,1,0,9,9,1999
088-270-37,88950,1072,3,2,15,1,0,9,20,1999
089-092-01,166000,1000,3,1,49,1,1,9,6,1999
090-090-25,84000,960,3,2,20,1,0,9,15,1999
090-310-58,84000,1154,3,2,17,1,1,9,29,1999
090-500-02,111750,1688,3,2.5,11,2,0,9,10,1999
090-530-50,138000,1645,4,2.5,9,2,0,9,13,1999
091-200-02,157500,1700,2,2.5,29,1,1,9,28,1999
091-210-47,130250,1527,3,2.5,29,1,0,9,23,1999
091-390-14,255000,2031,3,2.5,12,1,0,9,2,1999
094-090-21,95000,1395,3,2,18,1,1,9,13,1999
094-300-04,118000,1293,3,2,9,1,1,9,29,1999
094-300-24,137000,1885,4,2.5,9,2,0,9,24,1999
094-300-36,123500,1385,2,2,10,1,0,9,21,1999
094-320-41,140000,1943,4,2.5,9,2,0,9,21,1999
096-060-12,115000,1401,3,2.5,14,2,0,9,1,1999
096-190-59,133000,1690,4,2.5,5,2,0,9,11,1999
096-190-62,125000,1400,4,2,5,1,0,9,21,1999
097-032-19,157750,1652,3,2,40,1,1,9,26,1999
097-091-26,202500,1949,3,2,43,1,0,9,10,1999
097-202-09,129500,1811,4,3,46,1,0,9,1,1999
097-210-08,88785,957,2,1,46,1,0,9,30,1999
097-281-09,86000,898,2,1,48,1,0,9,24,1999
098-050-04,262000,3050,5,3,20,1,0,9,25,1999
098-050-31,275000,2672,5,3.5,20,2,0,9,22,1999
100-050-41,200000,2388,4,2.5,25,1,0,9,13,1999
101-070-74,180000,1707,3,2.5,6,2,0,9,28,1999
102-060-27,116800,1400,4,2.5,33,1,0,9,7,1999
102-150-26,139000,1608,4,2,37,1,0,9,17,1999
102-300-41,95000,1120,3,1,37,1,1,9,20,1999
104-230-16,80000,960,3,2,16,1,0,9,3,1999
108-180-25,165000,2277,4,2.5,21,1,0,9,26,1999
111-030-50,64990,870,2,1,50,1,1,9,23,1999
111-053-11,85000,1617,3,2,50,1,1,9,12,1999
111-081-04,91000,1103,3,1,42,1,0,9,23,1999
111-202-06,91950,1099,3,1,47,1,1,9,9,1999
111-262-03,80000,948,3,1,49,1,1,9,7,1999
111-420-29,96000,1195,3,2,22,1,1,9,18,1999
113-021-21,157000,1616,3,1.5,52,1,1,9,1,1999
113-213-24,116000,1200,2,1,81,1,0,9,21,1999
113-340-10,275000,2800,4,3,74,2,0,9,24,1999
115-242-19,79500,977,2,1,52,1,1,9,24,1999
116-090-21,139000,1493,3,2.5,3,2,0,9,18,1999
116-390-06,145000,1500,3,3,1,1,0,9,10,1999
117-242-17,69250,1014,2,1,52,1,0,9,17,1999
118-180-08,296900,2904,4,3,2,2,0,9,22,1999
118-280-06,280000,2296,4,2.5,7,1,0,9,15,1999
118-390-11,420000,3000,4,2.5,0,1,0,9,18,1999
119-063-28,70645,712,2,1,63,1,1,9,9,1999
119-290-12,55000,1374,3,1,38,1,1,9,12,1999
123-040-23,289000,2178,2,2.5,17,1,0,9,16,1999
123-211-03,83900,1163,2,2,52,1,1,9,30,1999
125-070-03,111000,1452,3,1,75,1,0,9,15,1999
125-090-18,90000,1230,2,2,74,1,0,9,20,1999
125-130-06,135000,1158,2,1,59,1,1,9,2,1999
125-150-39,98000,1081,2,1,54,1,1,9,22,1999
125-370-08,65000,880,2,1,92,1,1,9,29,1999
133-230-19,60150,1455,2,1,60,1,1,9,22,1999
133-280-30,62250,1319,2,1,57,1,0,9,9,1999
133-450-24,80000,951,2,1,61,1,0,9,3,1999
135-180-24,119000,1292,2,1,74,1,0,9,17,1999
135-190-31,111600,1594,3,1,89,2,1,9,13,1999
135-200-10,187000,1928,3,2,79,2,0,9,29,1999
135-322-03,130000,1832,3,2,69,2,0,9,13,1999
137-030-30,114000,1481,2,2,73,2,1,9,2,1999
137-103-02,67500,1027,2,1,53,1,0,9,16,1999
139-030-58,158000,3018,3,2.5,99,2,0,9,1,1999
139-040-29,57000,1500,3,1.5,97,1,0,9,21,1999
141-232-07,86000,988,2,2,59,1,0,9,29,1999
143-360-22,85000,1000,3,1,53,1,0,9,13,1999
157-282-07,75950,1380,3,1,49,1,1,9,22,1999
159-020-08,92500,1108,3,1,30,1,0,9,11,1999
159-220-22,115000,1500,3,2,12,1,0,9,14,1999
161-250-15,143000,1475,4,2,5,1,0,9,23,1999
161-330-42,169950,1948,4,2,9,1,0,9,18,1999
161-350-12,153000,1875,3,3,5,2,1,9,24,1999
161-360-04,167900,1875,4,3,5,2,0,9,17,1999
161-360-34,149950,1700,3,2,5,1,0,9,30,1999
161-430-36,151000,1468,4,2,4,1,0,9,20,1999
161-450-04,172950,2040,5,3,2,2,0,9,27,1999
161-630-17,149000,1500,4,2.5,0,2,0,9,3,1999
173-220-01,88250,993,3,1,40,1,0,9,1,1999
173-400-02,100000,1455,4,2,9,1,0,9,15,1999
173-430-12,100000,1235,3,2,9,1,0,9,21,1999
135-310-54,96500,1411,3,1,74,1,1,9,30,1999
067-190-11,450000,3800,5,4,14,2,0,1,13,2000
070-240-19,160999,1691,3,2,3,1,1,1,13,2000
071-40-76,139950,1500,3,2,1,1,0,1,16,2000
072-130-03,161500,2226,4,2.5,22,2,0,1,30,2000
072-290-08,165000,2163,4,2.5,24,2,0,1,11,2000
072-380-25,125000,1644,3,2,21,1,0,1,12,2000
075-270-07,132900,1472,3,2,27,1,1,1,7,2000
075-270-14,95000,1730,4,2,27,1,0,1,26,2000
075-270-35,126000,1457,3,2,27,1,0,1,31,2000
078-230-15,165000,2655,5,3,21,1,0,1,26,2000
080-030-29,134000,2226,4,2.5,20,2,0,1,4,2000
085-140-22,216000,2200,3,3,26,1,0,1,16,2000
085-160-25,375000,2600,3,2.5,13,1,0,1,9,2000
085-210-23,290000,2554,4,3,13,1,0,1,30,2000
086-0402-000-0000,112000,1366,3,2,41,1,1,1,18,2000
086-053-26,96275,1014,3,1,39,1,1,1,26,2000
088-110-23,97000,1434,3,2,21,1,1,1,10,2000
094-100-40,98500,1395,3,2,18,1,0,1,13,2000
094-320-40,130000,1680,4,2,11,1,0,1,18,2000
096-060-05,119990,1493,3,2,15,1,1,1,25,2000
096-190-20,133500,1640,3,2.5,5,2,0,1,11,2000
096-190-33,117500,1315,3,2,5,1,0,1,14,2000
096-190-61,147500,1690,4,2,6,1,1,1,13,2000
096-200-26,139000,1796,3,2,10,1,0,1,21,2000
096-230-24,118600,1307,3,2,4,1,0,1,31,2000
097-020-13,210000,2783,3,3,37,1,0,1,4,2000
097-290-32,129900,1819,3,3,26,1,0,1,3,2000
098-080-51,499000,4000,4,2.5,14,2,0,1,10,2000
110-059-62,114000,1500,3,2,20,1,0,1,10,2000
110-400-01,137000,1796,3,3,13,1,1,1,3,2000
111-130-21,77500,1041,3,1,47,1,0,1,10,2000
111-220-31,90000,1112,3,1,49,1,1,1,27,2000
111-351-19,146500,2095,3,2,57,1,1,1,28,2000
111-420-09,103000,1200,3,2,22,1,1,1,6,2000
113-064-13,120500,1452,3,2.5,55,1,1,1,26,2000
113-222-17,65000,1109,2,1,78,1,0,1,6,2000
117-234-09,68400,789,2,1,54,1,0,1,25,2000
117-310-38,86000,1350,2,1,47,1,0,1,6,2000
121-050-46,95000,1040,2,1,18,1,0,1,31,2000
123-222-48,87500,1100,2,1,54,1,0,1,26,2000
125-070-24,223000,2400,5,4,76,2,0,1,20,2000
